ticket_id,created_at,channel,category,subcategory,priority,assigned_agent_id,first_response_at,resolved_at,status,requester_type,sla_policy_id,first_response_mins,resolution_mins,sla_first_response_met,sla_resolution_met
T001927,08-01-2026 10:46,Email,Billing,Payment Failed,P4,A008,08-01-2026 19:16,09-01-2026 03:04,Resolved,Partner,SLA_P4,510,978,FALSE,TRUE
T001928,29-12-2025 06:39,Chat,Outage,Latency,P1,A004,29-12-2025 06:51,29-12-2025 08:32,Resolved,Partner,SLA_P1,12,113,TRUE,TRUE
T001929,06-01-2026 03:00,Email,Billing,Invoice Request,P3,A005,06-01-2026 04:28,07-01-2026 06:34,Resolved,Internal,SLA_P3,88,1654,TRUE,TRUE
T001930,18-12-2025 16:25,Chat,Access & Login,Password Reset,P4,A012,18-12-2025 20:12,18-12-2025 20:17,Resolved,Customer,SLA_P4,227,232,TRUE,TRUE
T001931,18-01-2026 23:28,Email,How-To,Report Setup,P4,A015,19-01-2026 07:32,19-01-2026 21:57,Resolved,Customer,SLA_P4,484,1349,FALSE,TRUE
T001932,08-02-2026 02:56,Email,Bug,Data Mismatch,P3,A009,08-02-2026 05:28,09-02-2026 00:34,Resolved,Customer,SLA_P3,152,1298,TRUE,TRUE
T001933,16-01-2026 11:14,Chat,Access & Login,SSO Setup,P3,A008,16-01-2026 13:36,19-01-2026 07:42,Resolved,Customer,SLA_P3,142,4108,TRUE,FALSE
T001934,22-12-2025 20:14,Email,How-To,Feature Guidance,P4,A010,23-12-2025 04:24,25-12-2025 18:55,Resolved,Customer,SLA_P4,490,4241,FALSE,TRUE
T001935,07-02-2026 21:42,Email,How-To,Report Setup,P4,A008,08-02-2026 01:24,10-02-2026 10:50,Resolved,Customer,SLA_P4,222,3668,TRUE,TRUE
T001936,12-02-2026 21:39,Phone,Bug,Integration Error,P4,A010,13-02-2026 00:20,13-02-2026 00:25,Resolved,Customer,SLA_P4,161,166,TRUE,TRUE
T001937,20-01-2026 19:18,Web,Bug,Data Mismatch,P3,A003,20-01-2026 23:46,22-01-2026 00:15,Resolved,Customer,SLA_P3,268,1737,FALSE,TRUE
T001938,29-12-2025 11:23,Email,Bug,Data Mismatch,P4,A012,29-12-2025 17:16,,In Progress,Customer,SLA_P4,353,,TRUE,FALSE
T001939,06-02-2026 15:50,Web,How-To,API Usage,P3,A007,06-02-2026 20:44,08-02-2026 01:12,Resolved,Customer,SLA_P3,294,2002,FALSE,TRUE
T001940,16-01-2026 04:48,Chat,How-To,Report Setup,P4,A010,16-01-2026 07:52,20-01-2026 07:11,Resolved,Internal,SLA_P4,184,5903,TRUE,FALSE
T001941,15-01-2026 00:02,Email,Bug,Data Mismatch,P3,A009,15-01-2026 03:25,17-01-2026 03:46,Resolved,Customer,SLA_P3,203,3104,TRUE,FALSE
T001942,08-01-2026 11:19,Chat,Bug,Data Mismatch,P3,A014,08-01-2026 11:49,10-01-2026 14:58,Resolved,Customer,SLA_P3,30,3099,TRUE,FALSE
T001943,18-01-2026 08:01,Chat,Bug,Integration Error,P4,A004,18-01-2026 13:04,21-01-2026 12:54,Resolved,Customer,SLA_P4,303,4613,TRUE,TRUE
T001944,19-01-2026 04:47,Chat,Outage,Service Down,P3,A013,19-01-2026 07:58,21-01-2026 08:48,Resolved,Customer,SLA_P3,191,3121,TRUE,FALSE
T001945,03-02-2026 18:08,Web,Outage,Latency,P2,A010,03-02-2026 18:50,04-02-2026 05:21,Resolved,Customer,SLA_P2,42,673,TRUE,TRUE
T001946,18-01-2026 16:05,Email,How-To,API Usage,P3,A005,18-01-2026 19:07,21-01-2026 03:50,Resolved,Internal,SLA_P3,182,3585,TRUE,FALSE
T001947,25-01-2026 08:04,Chat,Bug,Data Mismatch,P4,A006,25-01-2026 12:36,27-01-2026 03:39,Resolved,Customer,SLA_P4,272,2615,TRUE,TRUE
T001948,12-01-2026 05:42,Phone,Billing,Refund,P3,A012,12-01-2026 07:18,13-01-2026 17:59,Resolved,Customer,SLA_P3,96,2177,TRUE,TRUE
T001949,24-12-2025 14:39,Email,How-To,API Usage,P3,A006,24-12-2025 17:25,25-12-2025 23:53,Resolved,Customer,SLA_P3,166,1994,TRUE,TRUE
T001950,28-12-2025 14:51,Web,Access & Login,SSO Setup,P4,A015,28-12-2025 21:03,,Pending,Customer,SLA_P4,372,,TRUE,FALSE
T001951,12-01-2026 12:22,Web,Bug,Data Mismatch,P3,A015,12-01-2026 14:13,,Open,Customer,SLA_P3,111,,TRUE,FALSE
T001952,16-12-2025 00:39,Email,Bug,Data Mismatch,P3,A008,16-12-2025 03:50,17-12-2025 00:10,Resolved,Customer,SLA_P3,191,1411,TRUE,TRUE
T001953,15-01-2026 23:28,Email,Access & Login,SSO Setup,P3,A005,16-01-2026 01:27,19-01-2026 04:50,Resolved,Internal,SLA_P3,119,4642,TRUE,FALSE
T001954,07-01-2026 00:29,Web,Bug,Integration Error,P2,A008,07-01-2026 01:22,07-01-2026 04:59,Resolved,Partner,SLA_P2,53,270,TRUE,TRUE
T001955,15-12-2025 15:24,Email,How-To,API Usage,P4,A007,15-12-2025 19:21,21-12-2025 00:06,Resolved,Customer,SLA_P4,237,7722,TRUE,FALSE
T001956,18-12-2025 16:02,Phone,Billing,Payment Failed,P3,A009,18-12-2025 16:54,20-12-2025 00:47,Resolved,Customer,SLA_P3,52,1965,TRUE,TRUE
T001957,15-12-2025 01:58,Phone,How-To,API Usage,P4,A015,15-12-2025 05:36,17-12-2025 00:45,Resolved,Customer,SLA_P4,218,2807,TRUE,TRUE
T001958,31-01-2026 01:32,Email,Bug,Integration Error,P3,A009,31-01-2026 04:16,02-02-2026 04:13,Resolved,Customer,SLA_P3,164,3041,TRUE,FALSE
T001959,19-01-2026 17:51,Email,Bug,Data Mismatch,P4,A004,19-01-2026 21:48,24-01-2026 06:42,Resolved,Internal,SLA_P4,237,6531,TRUE,FALSE
T001960,03-01-2026 14:30,Email,How-To,Feature Guidance,P4,A013,03-01-2026 21:15,06-01-2026 13:01,Resolved,Customer,SLA_P4,405,4231,TRUE,TRUE
T001961,11-02-2026 20:33,Email,How-To,Report Setup,P4,A003,12-02-2026 04:18,13-02-2026 12:24,Resolved,Customer,SLA_P4,465,2391,TRUE,TRUE
T001962,27-01-2026 18:35,Chat,Billing,Refund,P2,A003,27-01-2026 19:12,28-01-2026 01:26,Resolved,Customer,SLA_P2,37,411,TRUE,TRUE
T001963,16-01-2026 06:34,Email,Access & Login,SSO Setup,P4,A001,16-01-2026 11:48,18-01-2026 07:29,Resolved,Partner,SLA_P4,314,2935,TRUE,TRUE
T001964,28-12-2025 15:36,Email,Bug,UI Bug,P3,A004,28-12-2025 19:16,29-12-2025 14:35,Resolved,Customer,SLA_P3,220,1379,TRUE,TRUE
T001965,21-12-2025 13:22,Email,How-To,Report Setup,P3,A011,21-12-2025 16:26,22-12-2025 09:39,Resolved,Customer,SLA_P3,184,1217,TRUE,TRUE
T001966,20-01-2026 05:41,Chat,Access & Login,Password Reset,P3,A002,20-01-2026 07:55,20-01-2026 20:41,Resolved,Customer,SLA_P3,134,900,TRUE,TRUE
T001967,10-02-2026 09:39,Chat,Billing,Invoice Request,P3,A001,10-02-2026 12:59,12-02-2026 13:33,Resolved,Customer,SLA_P3,200,3114,TRUE,FALSE
T001968,14-01-2026 10:20,Phone,How-To,Report Setup,P4,A005,14-01-2026 14:11,16-01-2026 19:40,Resolved,Customer,SLA_P4,231,3440,TRUE,TRUE
T001969,21-01-2026 06:03,Email,Outage,Service Down,P2,A004,21-01-2026 07:12,21-01-2026 18:21,Resolved,Customer,SLA_P2,69,738,FALSE,FALSE
T001970,28-12-2025 01:09,Email,Outage,Latency,P1,A011,28-12-2025 01:13,28-12-2025 02:26,Resolved,Internal,SLA_P1,4,77,TRUE,TRUE
T001971,23-12-2025 17:07,Email,How-To,Feature Guidance,P3,A015,23-12-2025 19:33,,Pending,Customer,SLA_P3,146,,TRUE,FALSE
T001972,10-02-2026 04:28,Chat,Bug,UI Bug,P3,A009,10-02-2026 05:51,11-02-2026 17:27,Resolved,Customer,SLA_P3,83,2219,TRUE,TRUE
T001973,02-02-2026 16:27,Web,How-To,API Usage,P4,A009,02-02-2026 22:20,06-02-2026 08:14,Resolved,Customer,SLA_P4,353,5267,TRUE,TRUE
T001974,24-01-2026 10:48,Email,Billing,Invoice Request,P2,A007,24-01-2026 11:27,,In Progress,Partner,SLA_P2,39,,TRUE,FALSE
T001975,31-12-2025 17:05,Phone,How-To,Feature Guidance,P4,A006,31-12-2025 19:23,02-01-2026 11:27,Resolved,Customer,SLA_P4,138,2542,TRUE,TRUE
T001976,08-02-2026 03:33,Email,How-To,Feature Guidance,P3,A007,08-02-2026 06:50,10-02-2026 08:21,Resolved,Customer,SLA_P3,197,3168,TRUE,FALSE
T001977,08-02-2026 04:34,Chat,Bug,Data Mismatch,P4,A013,08-02-2026 07:54,11-02-2026 05:22,Resolved,Customer,SLA_P4,200,4368,TRUE,TRUE
T001978,30-01-2026 07:25,Email,How-To,API Usage,P3,A013,30-01-2026 11:36,31-01-2026 15:45,Resolved,Customer,SLA_P3,251,1940,FALSE,TRUE
T001979,10-01-2026 05:37,Email,Billing,Refund,P3,A013,10-01-2026 09:22,12-01-2026 02:25,Resolved,Internal,SLA_P3,225,2688,TRUE,TRUE
T001980,24-01-2026 15:07,Email,Outage,Latency,P2,A003,24-01-2026 16:15,25-01-2026 04:23,Resolved,Customer,SLA_P2,68,796,FALSE,FALSE
T001981,09-02-2026 21:30,Email,Access & Login,SSO Setup,P3,A015,10-02-2026 00:58,10-02-2026 21:00,Resolved,Partner,SLA_P3,208,1410,TRUE,TRUE
T001982,19-12-2025 10:16,Chat,How-To,Report Setup,P3,A002,19-12-2025 11:44,21-12-2025 05:28,Resolved,Customer,SLA_P3,88,2592,TRUE,TRUE
T001983,15-01-2026 18:52,Phone,Billing,Payment Failed,P4,A002,16-01-2026 02:08,17-01-2026 18:34,Resolved,Customer,SLA_P4,436,2862,TRUE,TRUE
T001984,12-01-2026 03:36,Chat,Outage,Partial Degradation,P4,A003,12-01-2026 07:32,14-01-2026 08:30,Resolved,Customer,SLA_P4,236,3174,TRUE,TRUE
T001985,19-01-2026 00:26,Email,How-To,Feature Guidance,P3,A002,19-01-2026 04:10,20-01-2026 08:09,Resolved,Customer,SLA_P3,224,1903,TRUE,TRUE
T001986,13-01-2026 22:23,Email,Billing,Payment Failed,P3,A008,14-01-2026 01:45,14-01-2026 03:20,Resolved,Customer,SLA_P3,202,297,TRUE,TRUE
T001987,20-01-2026 10:06,Phone,Bug,UI Bug,P3,A009,20-01-2026 12:34,22-01-2026 13:56,Resolved,Customer,SLA_P3,148,3110,TRUE,FALSE
T001988,05-01-2026 03:56,Chat,Billing,Refund,P3,A005,05-01-2026 05:24,05-01-2026 05:29,Resolved,Customer,SLA_P3,88,93,TRUE,TRUE
T001989,05-02-2026 01:34,Web,Access & Login,Password Reset,P3,A010,05-02-2026 03:56,05-02-2026 21:12,Resolved,Internal,SLA_P3,142,1178,TRUE,TRUE
T001990,08-01-2026 11:39,Web,How-To,Report Setup,P4,A009,08-01-2026 20:06,10-01-2026 03:42,Resolved,Customer,SLA_P4,507,2403,FALSE,TRUE
T001991,14-01-2026 10:24,Email,Access & Login,Password Reset,P4,A007,14-01-2026 15:40,18-01-2026 16:56,Resolved,Internal,SLA_P4,316,6152,TRUE,FALSE
T001992,18-12-2025 14:44,Email,Bug,Integration Error,P4,A006,18-12-2025 22:47,21-12-2025 10:50,Resolved,Customer,SLA_P4,483,4086,FALSE,TRUE
T001993,31-01-2026 15:51,Chat,Access & Login,SSO Setup,P3,A011,31-01-2026 18:47,01-02-2026 22:16,Resolved,Customer,SLA_P3,176,1825,TRUE,TRUE
T001994,27-12-2025 17:10,Email,How-To,Feature Guidance,P4,A011,27-12-2025 22:29,31-12-2025 06:35,Resolved,Customer,SLA_P4,319,5125,TRUE,TRUE
T001995,19-12-2025 22:03,Chat,Outage,Partial Degradation,P2,A004,19-12-2025 22:26,20-12-2025 15:14,Resolved,Internal,SLA_P2,23,1031,TRUE,FALSE
T001996,07-02-2026 04:18,Chat,Billing,Refund,P3,A003,07-02-2026 08:21,,Open,Customer,SLA_P3,243,,FALSE,FALSE
T001997,18-01-2026 16:40,Phone,Access & Login,Password Reset,P3,A008,18-01-2026 18:55,19-01-2026 09:52,Resolved,Customer,SLA_P3,135,1032,TRUE,TRUE
T001998,09-02-2026 15:54,Email,Outage,Latency,P4,A014,09-02-2026 20:45,13-02-2026 20:14,Resolved,Customer,SLA_P4,291,6020,TRUE,FALSE
T001999,15-12-2025 08:07,Chat,Bug,Integration Error,P3,A010,15-12-2025 10:55,16-12-2025 14:41,Resolved,Customer,SLA_P3,168,1834,TRUE,TRUE
T002000,16-12-2025 03:35,Email,Access & Login,MFA Issue,P3,A013,16-12-2025 06:24,18-12-2025 15:35,Resolved,Customer,SLA_P3,169,3600,TRUE,FALSE
T002001,07-01-2026 14:21,Web,Outage,Latency,P3,A013,07-01-2026 19:22,09-01-2026 22:54,Resolved,Customer,SLA_P3,301,3393,FALSE,FALSE
T002002,07-02-2026 06:56,Chat,How-To,API Usage,P3,A015,07-02-2026 11:30,08-02-2026 11:22,Resolved,Internal,SLA_P3,274,1706,FALSE,TRUE
T002003,07-01-2026 02:03,Web,Billing,Payment Failed,P4,A009,07-01-2026 08:35,11-01-2026 09:36,Resolved,Customer,SLA_P4,392,6213,TRUE,FALSE
T002004,01-01-2026 00:51,Email,How-To,Feature Guidance,P3,A005,01-01-2026 04:40,02-01-2026 16:28,Resolved,Customer,SLA_P3,229,2377,TRUE,TRUE
T002005,02-02-2026 18:15,Email,Billing,Payment Failed,P3,A004,02-02-2026 21:16,04-02-2026 07:38,Resolved,Customer,SLA_P3,181,2243,TRUE,TRUE
T002006,12-01-2026 20:30,Email,Billing,Refund,P3,A006,12-01-2026 23:35,15-01-2026 16:44,Resolved,Customer,SLA_P3,185,4094,TRUE,FALSE
T002007,16-01-2026 01:44,Chat,Outage,Service Down,P1,A001,16-01-2026 01:52,,In Progress,Internal,SLA_P1,8,,TRUE,FALSE
T002008,15-12-2025 23:27,Chat,Bug,UI Bug,P3,A015,16-12-2025 03:00,16-12-2025 15:24,Resolved,Customer,SLA_P3,213,957,TRUE,TRUE
T002009,28-01-2026 22:24,Web,How-To,Report Setup,P4,A008,29-01-2026 07:38,31-01-2026 07:08,Resolved,Internal,SLA_P4,554,3404,FALSE,TRUE
T002010,03-02-2026 02:03,Email,How-To,Report Setup,P4,A012,03-02-2026 09:07,08-02-2026 12:18,Resolved,Customer,SLA_P4,424,7815,TRUE,FALSE
T002011,11-02-2026 13:47,Email,Outage,Partial Degradation,P3,A001,11-02-2026 15:48,14-02-2026 18:09,Resolved,Customer,SLA_P3,121,4582,TRUE,FALSE
T002012,04-01-2026 10:29,Chat,Billing,Payment Failed,P3,A003,04-01-2026 11:09,04-01-2026 16:33,Resolved,Customer,SLA_P3,40,364,TRUE,TRUE
T002013,29-12-2025 18:40,Chat,Access & Login,MFA Issue,P4,A004,30-12-2025 00:21,03-01-2026 06:41,Resolved,Partner,SLA_P4,341,6481,TRUE,FALSE
T002014,08-01-2026 18:54,Chat,Bug,UI Bug,P3,A012,08-01-2026 21:26,10-01-2026 09:38,Resolved,Customer,SLA_P3,152,2324,TRUE,TRUE
T002015,16-12-2025 09:59,Email,Billing,Refund,P3,A003,16-12-2025 14:02,18-12-2025 15:55,Resolved,Customer,SLA_P3,243,3236,FALSE,FALSE
T002016,09-02-2026 22:10,Chat,Access & Login,SSO Setup,P4,A015,10-02-2026 07:00,14-02-2026 02:41,Resolved,Customer,SLA_P4,530,6031,FALSE,FALSE
T002017,18-12-2025 06:56,Phone,Billing,Refund,P3,A005,18-12-2025 10:16,,In Progress,Customer,SLA_P3,200,,TRUE,FALSE
T002018,24-01-2026 22:52,Email,How-To,Report Setup,P4,A014,25-01-2026 00:48,28-01-2026 06:12,Resolved,Partner,SLA_P4,116,4760,TRUE,TRUE
T002019,23-01-2026 15:34,Web,Bug,Integration Error,P2,A009,23-01-2026 16:54,24-01-2026 03:20,Resolved,Customer,SLA_P2,80,706,FALSE,TRUE
T002020,10-02-2026 15:12,Email,Bug,Integration Error,P3,A011,10-02-2026 17:19,10-02-2026 17:24,Resolved,Customer,SLA_P3,127,132,TRUE,TRUE
T002021,23-01-2026 07:43,Chat,Access & Login,SSO Setup,P4,A003,23-01-2026 10:11,26-01-2026 04:13,Resolved,Customer,SLA_P4,148,4110,TRUE,TRUE
T002022,05-01-2026 10:36,Chat,How-To,Report Setup,P4,A005,05-01-2026 16:02,08-01-2026 00:45,Resolved,Customer,SLA_P4,326,3729,TRUE,TRUE
T002023,30-01-2026 17:38,Web,Access & Login,Password Reset,P3,A004,30-01-2026 20:06,31-01-2026 11:45,Resolved,Internal,SLA_P3,148,1087,TRUE,TRUE
T002024,21-01-2026 01:46,Chat,Billing,Refund,P4,A012,21-01-2026 05:08,22-01-2026 09:44,Resolved,Customer,SLA_P4,202,1918,TRUE,TRUE
T002025,20-12-2025 11:25,Email,Billing,Refund,P2,A009,20-12-2025 12:03,21-12-2025 02:29,Resolved,Customer,SLA_P2,38,904,TRUE,FALSE
T002026,25-01-2026 18:55,Email,How-To,API Usage,P4,A004,26-01-2026 03:01,28-01-2026 14:02,Resolved,Partner,SLA_P4,486,4027,FALSE,TRUE
T002027,05-01-2026 22:45,Email,How-To,Report Setup,P3,A011,06-01-2026 01:24,07-01-2026 10:35,Resolved,Customer,SLA_P3,159,2150,TRUE,TRUE
T002028,20-12-2025 06:34,Email,Bug,UI Bug,P2,A008,20-12-2025 07:09,20-12-2025 12:47,Resolved,Customer,SLA_P2,35,373,TRUE,TRUE
T002029,26-12-2025 14:32,Email,Billing,Payment Failed,P3,A007,26-12-2025 18:17,28-12-2025 05:24,Resolved,Customer,SLA_P3,225,2332,TRUE,TRUE
T002030,25-01-2026 22:16,Chat,How-To,Report Setup,P4,A008,26-01-2026 06:12,31-01-2026 02:20,Resolved,Customer,SLA_P4,476,7444,TRUE,FALSE
T002031,20-01-2026 23:55,Chat,How-To,API Usage,P3,A008,21-01-2026 03:17,22-01-2026 00:14,Resolved,Customer,SLA_P3,202,1459,TRUE,TRUE
T002032,16-12-2025 01:59,Phone,Bug,Data Mismatch,P3,A002,16-12-2025 04:44,17-12-2025 13:15,Resolved,Customer,SLA_P3,165,2116,TRUE,TRUE
T002033,26-12-2025 14:44,Email,How-To,API Usage,P4,A002,26-12-2025 21:28,31-12-2025 02:32,Resolved,Partner,SLA_P4,404,6468,TRUE,FALSE
T002034,19-12-2025 12:17,Chat,Billing,Invoice Request,P2,A013,19-12-2025 12:48,19-12-2025 16:10,Resolved,Partner,SLA_P2,31,233,TRUE,TRUE
T002035,09-02-2026 17:05,Email,Access & Login,SSO Setup,P3,A002,09-02-2026 20:38,11-02-2026 08:30,Resolved,Customer,SLA_P3,213,2365,TRUE,TRUE
T002036,21-01-2026 04:20,Email,Billing,Refund,P3,A005,21-01-2026 06:44,23-01-2026 03:06,Resolved,Customer,SLA_P3,144,2806,TRUE,TRUE
T002037,04-01-2026 23:01,Web,Access & Login,SSO Setup,P4,A003,05-01-2026 06:41,10-01-2026 14:14,Resolved,Customer,SLA_P4,460,8113,TRUE,FALSE
T002038,22-01-2026 08:48,Web,How-To,Feature Guidance,P4,A013,22-01-2026 13:28,26-01-2026 02:26,Resolved,Partner,SLA_P4,280,5378,TRUE,TRUE
T002039,02-02-2026 13:06,Chat,Access & Login,MFA Issue,P4,A015,02-02-2026 22:22,05-02-2026 08:01,Resolved,Customer,SLA_P4,556,4015,FALSE,TRUE
T002040,17-12-2025 04:58,Email,Bug,Integration Error,P3,A001,17-12-2025 08:17,19-12-2025 04:40,Resolved,Customer,SLA_P3,199,2862,TRUE,TRUE
T002041,09-01-2026 22:49,Email,Access & Login,MFA Issue,P3,A012,10-01-2026 01:35,,Open,Internal,SLA_P3,166,,TRUE,FALSE
T002042,14-01-2026 13:49,Email,Access & Login,Password Reset,P3,A003,14-01-2026 15:57,16-01-2026 00:57,Resolved,Customer,SLA_P3,128,2108,TRUE,TRUE
T002043,04-01-2026 10:17,Chat,Billing,Payment Failed,P4,A004,04-01-2026 12:04,07-01-2026 11:32,Resolved,Customer,SLA_P4,107,4395,TRUE,TRUE
T002044,29-01-2026 21:23,Chat,Bug,Data Mismatch,P3,A003,29-01-2026 22:38,31-01-2026 16:45,Resolved,Partner,SLA_P3,75,2602,TRUE,TRUE
T002045,06-02-2026 13:56,Email,Billing,Invoice Request,P2,A001,06-02-2026 14:59,07-02-2026 04:31,Resolved,Internal,SLA_P2,63,875,FALSE,FALSE
T002046,20-01-2026 01:53,Email,How-To,API Usage,P4,A001,20-01-2026 10:23,,In Progress,Internal,SLA_P4,510,,FALSE,FALSE
T002047,30-01-2026 11:28,Email,Billing,Invoice Request,P4,A013,30-01-2026 15:16,01-02-2026 08:56,Resolved,Customer,SLA_P4,228,2728,TRUE,TRUE
T002048,01-02-2026 11:41,Chat,Bug,Data Mismatch,P3,A013,01-02-2026 15:51,,In Progress,Customer,SLA_P3,250,,FALSE,FALSE
T002049,28-12-2025 09:33,Email,How-To,Report Setup,P4,A004,28-12-2025 19:21,02-01-2026 17:59,Resolved,Customer,SLA_P4,588,7706,FALSE,FALSE
T002050,07-01-2026 11:52,Phone,Outage,Service Down,P4,A003,07-01-2026 13:12,11-01-2026 00:32,Resolved,Customer,SLA_P4,80,5080,TRUE,TRUE
T002051,22-12-2025 08:16,Email,Access & Login,MFA Issue,P3,A014,22-12-2025 11:08,24-12-2025 07:30,Resolved,Customer,SLA_P3,172,2834,TRUE,TRUE
T002052,15-01-2026 16:57,Email,Billing,Refund,P4,A003,15-01-2026 21:25,18-01-2026 02:28,Resolved,Customer,SLA_P4,268,3451,TRUE,TRUE
T002053,30-12-2025 04:06,Web,Access & Login,MFA Issue,P3,A010,30-12-2025 07:59,01-01-2026 08:38,Resolved,Customer,SLA_P3,233,3152,TRUE,FALSE
T002054,12-01-2026 12:01,Email,Billing,Invoice Request,P3,A014,12-01-2026 15:52,13-01-2026 21:06,Resolved,Customer,SLA_P3,231,1985,TRUE,TRUE
T002055,07-02-2026 11:35,Phone,Bug,UI Bug,P2,A005,07-02-2026 11:56,07-02-2026 21:56,Resolved,Customer,SLA_P2,21,621,TRUE,TRUE
T002056,01-02-2026 07:14,Web,Billing,Invoice Request,P3,A011,01-02-2026 09:49,04-02-2026 01:48,Resolved,Customer,SLA_P3,155,3994,TRUE,FALSE
T002057,26-12-2025 00:08,Email,Access & Login,SSO Setup,P3,A011,26-12-2025 02:18,,In Progress,Customer,SLA_P3,130,,TRUE,FALSE
T002058,06-01-2026 01:51,Phone,How-To,Feature Guidance,P3,A008,06-01-2026 03:25,07-01-2026 16:05,Resolved,Customer,SLA_P3,94,2294,TRUE,TRUE
T002059,12-02-2026 23:19,Phone,How-To,Feature Guidance,P4,A008,12-02-2026 23:37,16-02-2026 03:02,Resolved,Internal,SLA_P4,18,4543,TRUE,TRUE
T002060,30-12-2025 02:43,Email,How-To,Report Setup,P3,A009,30-12-2025 06:48,31-12-2025 03:36,Resolved,Customer,SLA_P3,245,1493,FALSE,TRUE
T002061,08-01-2026 08:16,Email,Bug,UI Bug,P3,A007,08-01-2026 10:44,10-01-2026 06:12,Resolved,Customer,SLA_P3,148,2756,TRUE,TRUE
T002062,19-12-2025 01:44,Phone,Bug,Data Mismatch,P3,A009,19-12-2025 05:00,19-12-2025 23:19,Resolved,Customer,SLA_P3,196,1295,TRUE,TRUE
T002063,27-01-2026 05:09,Chat,Billing,Invoice Request,P2,A014,27-01-2026 05:23,27-01-2026 15:07,Resolved,Customer,SLA_P2,14,598,TRUE,TRUE
T002064,16-12-2025 04:25,Email,How-To,Feature Guidance,P3,A003,16-12-2025 07:45,16-12-2025 10:08,Resolved,Customer,SLA_P3,200,343,TRUE,TRUE
T002065,27-01-2026 15:18,Web,Access & Login,Password Reset,P4,A009,28-01-2026 01:42,31-01-2026 14:53,Resolved,Internal,SLA_P4,624,5735,FALSE,TRUE
T002066,18-12-2025 08:00,Phone,Outage,Partial Degradation,P2,A010,18-12-2025 08:58,,In Progress,Partner,SLA_P2,58,,TRUE,FALSE
T002067,20-01-2026 05:34,Email,Bug,Data Mismatch,P3,A005,20-01-2026 08:36,21-01-2026 19:44,Resolved,Customer,SLA_P3,182,2290,TRUE,TRUE
T002068,13-01-2026 02:34,Chat,Billing,Payment Failed,P3,A007,13-01-2026 04:26,13-01-2026 18:00,Resolved,Internal,SLA_P3,112,926,TRUE,TRUE
T002069,08-01-2026 01:31,Web,Access & Login,Password Reset,P3,A012,08-01-2026 06:07,09-01-2026 04:48,Resolved,Partner,SLA_P3,276,1637,FALSE,TRUE
T002070,03-02-2026 07:24,Chat,How-To,Report Setup,P4,A006,03-02-2026 15:51,05-02-2026 16:48,Resolved,Customer,SLA_P4,507,3444,FALSE,TRUE
T002071,29-01-2026 05:31,Chat,Bug,UI Bug,P3,A006,29-01-2026 05:52,31-01-2026 19:10,Resolved,Customer,SLA_P3,21,3699,TRUE,FALSE
T002072,30-01-2026 07:43,Chat,Bug,Integration Error,P3,A006,30-01-2026 10:06,31-01-2026 11:58,Resolved,Partner,SLA_P3,143,1695,TRUE,TRUE
T002073,08-02-2026 00:20,Email,Billing,Payment Failed,P3,A008,08-02-2026 02:58,09-02-2026 22:27,Resolved,Partner,SLA_P3,158,2767,TRUE,TRUE
T002074,08-02-2026 19:37,Email,Access & Login,MFA Issue,P4,A005,09-02-2026 04:39,12-02-2026 09:29,Resolved,Customer,SLA_P4,542,5152,FALSE,TRUE
T002075,02-02-2026 17:03,Web,How-To,API Usage,P4,A002,03-02-2026 01:43,07-02-2026 10:54,Resolved,Partner,SLA_P4,520,6831,FALSE,FALSE
T002076,10-02-2026 02:25,Phone,Bug,Integration Error,P4,A006,10-02-2026 05:33,13-02-2026 00:09,Resolved,Customer,SLA_P4,188,4184,TRUE,TRUE
T002077,07-01-2026 16:24,Web,Billing,Refund,P4,A001,07-01-2026 21:04,10-01-2026 20:03,Resolved,Customer,SLA_P4,280,4539,TRUE,TRUE
T002078,03-02-2026 03:05,Web,Outage,Partial Degradation,P3,A008,03-02-2026 05:00,04-02-2026 02:08,Resolved,Customer,SLA_P3,115,1383,TRUE,TRUE
T002079,21-12-2025 06:08,Phone,Billing,Invoice Request,P3,A001,21-12-2025 06:50,,Open,Customer,SLA_P3,42,,TRUE,FALSE
T002080,22-01-2026 17:22,Email,Access & Login,SSO Setup,P4,A013,22-01-2026 20:14,26-01-2026 21:16,Resolved,Customer,SLA_P4,172,5994,TRUE,FALSE
T002081,19-01-2026 16:35,Phone,Billing,Payment Failed,P4,A013,19-01-2026 22:15,22-01-2026 07:29,Resolved,Partner,SLA_P4,340,3774,TRUE,TRUE
T002082,20-01-2026 23:02,Phone,Bug,UI Bug,P2,A012,20-01-2026 23:53,21-01-2026 02:27,Resolved,Internal,SLA_P2,51,205,TRUE,TRUE
T002083,19-12-2025 00:03,Chat,How-To,Feature Guidance,P3,A013,19-12-2025 02:01,21-12-2025 20:24,Resolved,Customer,SLA_P3,118,4101,TRUE,FALSE
T002084,18-01-2026 17:13,Email,How-To,Feature Guidance,P3,A011,18-01-2026 22:49,20-01-2026 04:21,Resolved,Customer,SLA_P3,336,2108,FALSE,TRUE
T002085,11-02-2026 09:07,Email,Bug,Data Mismatch,P3,A014,11-02-2026 13:09,12-02-2026 11:20,Resolved,Customer,SLA_P3,242,1573,FALSE,TRUE
T002086,05-01-2026 20:44,Web,Access & Login,Password Reset,P3,A004,05-01-2026 23:41,08-01-2026 11:01,Resolved,Customer,SLA_P3,177,3737,TRUE,FALSE
